3d,3d,44.4383919935
california,stores,2.44637089905
times,evp,2.44637089905
right,direction,2.44637089905
louise,officer,2.4463674182
theresa,tom,2.44636045649
down,plywood,2.44635697564
more,plate,2.44635697564
giving,bonds,2.44635697564
beth,high,2.44635697564
area,complete,2.44635001394
west,pool,2.44635001394
events,complete,2.44635001394
customer,reserve,2.44635001394
eight,sheet,2.44634653308
operating,detail,2.44634653308
accounts,groups,2.44634653308
peter,retail,2.44634131181
incurred,through,2.44633609053
through,remainder,2.44633609053
back,conclusion,2.4463343501
industry,research,2.4463273884
diversity,october,2.44632216712
often,services,2.44632216712
confidential,sender,2.44632216712
mill,week,2.44631520541
select,change,2.44631520541
corporate,prepared,2.44630650328
dinner,update,2.44630650328
save,corporate,2.44630650328
capacity,producers,2.4462943203
access,forms,2.44628735859
sports,html,2.44628213732
governor,winter,2.44627865646
generators,filed,2.44627865646
desk,similar,2.44627343518
payment,instead,2.44627343518
follow,follows,2.44626995433
randy,james,2.44626995433
diamond,review,2.44625951178
review,csu,2.44625951178
extended,price,2.44624732879
manner,work,2.44624732879
proposal,supply,2.44623166496
discuss,materials,2.44622470325
sell,fund,2.44621600112
contain,received,2.44621600112
customer,personal,2.44620729899
id,sarah,2.44620729899
steve,dietz,2.44620033728
provided,functions,2.44620033728
ceo,consumer,2.44620033728
function,sheet,2.44619685643
amigo,day,2.4461881543
corp,auctions,2.44618293302
auctions,corp,2.44618293302
wilson,bill,2.44617597132
edison,creditors,2.44616900961
remember,earlier,2.44616900961
thoreau,texas,2.44616378833
reserve,game,2.44615856706
payment,link,2.44613942237
create,view,2.44613942237
good,fullenweider,2.44613420109
concerns,plants,2.44612723938
terms,approved,2.44612201811
existing,stay,2.44612201811
cut,production,2.44612201811
appreciated,talking,2.44612027768
events,area,2.44612027768
spokeswoman,said,2.44610287342
send,mara,2.44609591171
dec,total,2.44607850745
bob,eric,2.44607850745
through,holds,2.44607328617
complete,found,2.44606458404
capacity,release,2.44605762234
kitchen,operating,2.44604717978
approved,approval,2.44604369893
font,then,2.44604369893
upon,governor,2.44604369893
approval,approved,2.44604369893
trading,fx,2.44602803509
year,meant,2.44601237126
add,gave,2.44600714998
prc,index,2.44600714998
corporate,sap,2.44599844785
setting,plan,2.44599148614
prepared,unit,2.44598278401
commission,alliance,2.44598104358
released,california,2.44598104358
file,htt,2.44598104358
file,denverbroncos,2.44598104358
file,pumpkin,2.44598104358
mvc,file,2.44598104358
summary,expenses,2.44598104358
call,blood,2.44597408188
listen,mail,2.44597060103
advise,sara,2.44596712018
production,production,2.44596537975
governor,governor,2.44596537975
make,purchases,2.44595667762
total,fill,2.44595667762
session,resolution,2.44594971591
market,cited,2.44593231165
evp,co,2.44592534995
winter,actions,2.44592186909
sawmills,next,2.44591838824
contract,audit,2.44591838824
sheet,estimate,2.44589750313
summary,operating,2.44589750313
eli,gas,2.44588706057
bonds,overall,2.44588706057
amend,price,2.44588706057
program,various,2.44588357972
infrastructure,development,2.44588357972
payment,demand,2.44587139673
john,schroeder,2.44586965631
john,dir,2.44586965631
sign,assignment,2.44586965631
review,concur,2.4458557329
review,meant,2.4458557329
suzanne,kim,2.4458557329
ao,review,2.4458557329
00pm,thank,2.44585225205
enw,application,2.44583484778
more,expensive,2.44583484778
ceo,coo,2.44583484778
setting,office,2.44583484778
ideal,more,2.44583484778
final,rob,2.44581396267
area,found,2.44581396267
corporate,accounting,2.44579307756
week,heath,2.44578611585
energy,scid,2.44578611585
deliver,message,2.44578611585
west,finally,2.44577915415
password,id,2.44577915415
session,deadline,2.44575304775
mark,frevert,2.44573042221
spokesman,steve,2.44573042221
murray,steve,2.44573042221
hello,everyone,2.44571997966
undercollection,general,2.44570431582
bill,er,2.44570257539
operations,evp,2.44570257539
corporate,various,2.44569039241
canada,jpg,2.44569039241
corporate,amounts,2.44569039241
services,offered,2.44568865198
delete,original,2.44568865198
garrison,october,2.44568865198
louise,tel,2.44564688176
hopefuly,some,2.4456364392
rollup,some,2.4456364392
some,mapping,2.4456364392
salaries,some,2.4456364392
some,mapped,2.4456364392
ties,some,2.4456364392
business,completion,2.44563295835
county,deal,2.44562077536
earlier,expenses,2.44561555408
measurement,desk,2.4456033711
adjustments,make,2.4456033711
information,randomlengths,2.44557378386
mills,down,2.44557378386
undercollection,bonds,2.44557378386
governor,actions,2.44557378386
ng,index,2.44555289874
through,bu,2.44554767746
detail,units,2.44554245618
units,detail,2.44554245618
qtr,next,2.44552157107
terry,completed,2.44550764766
joe,thomas,2.4454972051
returned,steve,2.44549546468
bob,andy,2.44549372425
attorney,product,2.44548676255
requires,commission,2.44547980084
swap,short,2.44547980084
estimate,change,2.44547980084
co,janet,2.44547980084
report,dallas,2.44546935828
martha,ceo,2.44546935828
document,effective,2.44544847317
market,forest,2.4454241072
given,quick,2.44542236678
cap,sale,2.4454171455
unit,level,2.4454171455
sale,cap,2.4454171455
analysis,unit,2.4454171455
communication,attorney,2.44540670294
company,neither,2.44539626039
company,regulated,2.44539626039
reports,paid,2.44539626039
benefits,services,2.44537189442
joe,keith,2.44536841357
online,operations,2.44534752845
attorney,confidential,2.44532664334
paying,off,2.44531271993
live,corp,2.44531271993
more,targets,2.44531271993
chairman,evp,2.44531271993
sat,down,2.44531271993
sheet,dec,2.44529879652
dec,sheet,2.44529879652
use,considering,2.44529009439
pdt,call,2.4452709497
call,x36910,2.4452709497
call,x33341,2.4452709497
life,bonds,2.44526050714
energy,policies,2.44525702629
make,incurred,2.44525006459
make,remainder,2.44525006459
hierarchies,make,2.44525006459
totals,year,2.44523962203
joe,gary,2.44523962203
year,exercise,2.44523962203
year,versus,2.44523962203
commission,ordered,2.44522917947
special,vote,2.44522743904
broadband,trading,2.44521351564
finance,trading,2.44521351564
reasons,west,2.44520829436
program,events,2.44520133265
merola,power,2.44520133265
paid,approval,2.44520133265
program,area,2.44520133265
marcus,power,2.44520133265
ca,wait,2.44519089009
then,moved,2.44518218796
accounts,corporate,2.44517696669
corporate,expenses,2.44517696669
update,reports,2.44517696669
expenses,corporate,2.44517696669
items,realize,2.44517348583
regulatory,direct,2.44517000498
market,canadian,2.44517000498
expedite,work,2.44516652413
fill,sheet,2.44514911987
'd,netting,2.44514563901
amended,texas,2.44514041774
texas,longhorns,2.44514041774
element,information,2.44513867731
fired,said,2.44513519646
appreciated,points,2.4451247539
load,join,2.4451247539
join,load,2.4451247539
afc,file,2.44510386879
comment,public,2.44510386879
remember,total,2.44510386879
lewis,jim,2.44510386879
file,ww,2.44510386879
message,responsible,2.4450916858
cpane,research,2.44508994538
special,man,2.44508994538
corporate,operating,2.44507428154
event,future,2.44507254111
plan,ytd,2.4450586177
busy,plan,2.4450586177
retail,sager,2.4450586177
reps,issue,2.44505513685
review,totals,2.44504817515
review,exercise,2.44504817515
potential,committee,2.4450116262
cs,some,2.44499422194
federal,took,2.44499248151
cash,amount,2.44499248151
arnold,john,2.44496463469
john,neal,2.44496463469
settlement,settlement,2.44496289426
agreement,enclosed,2.44495245171
add,functions,2.44494723043
functions,add,2.44494723043
epmi,real,2.44494200915
id,user,2.44492286446
',socal,2.44492286446
suspension,contracts,2.44489501764
transaction,seems,2.44489501764
expenses,provided,2.44488457509
good,jonda,2.44487587295
executed,copies,2.44486020912
incurred,year,2.44485324741
sep,year,2.44485324741
projections,year,2.44485324741
unit,quick,2.44485150699
board,winter,2.44485150699
need,clarity,2.44484802614
material,use,2.44484802614
use,distributed,2.44484802614
utility,southern,2.44483758358
directly,utility,2.44483758358
quarter,plan,2.44482540059
merola,like,2.44482366017
miller,dave,2.4447992942
more,conjunction,2.44479059207
presentations,more,2.44479059207
more,randomlengths,2.44479059207
chairman,analysis,2.44479059207
director,vice,2.44478363037
mw,dbo,2.44478014951
dbo,mw,2.44478014951
tried,through,2.4447592644
customers,undercollection,2.44474708142
randomlengths,energy,2.44472793673
week,randomlengths,2.44472793673
made,tissue,2.44471401332
designated,information,2.44470357076
mike,enron,2.44469866484
taylor,laura,2.44469660906
system,employee,2.4446861665
payment,click,2.44466528139
sep,review,2.44464439627
projections,review,2.44464439627
everyone,close,2.44462873244
start,existing,2.44462525158
total,mind,2.44461654945
love,yahoo,2.44461654945
ue,well,2.44461654945
right,field,2.44461654945
plan,directors,2.44459218349
000mmbtu,contracts,2.44458870263
session,green,2.4445730388
corporate,summary,2.44456085581
interconnects,meeting,2.44453126857
gus132,enron,2.44452604729
default,page,2.4444999409
considering,through,2.44449646004
change,reasons,2.44447731536
parties,sign,2.44447731536
houston,aeros,2.44445643024
prices,similar,2.44443554513
october,10th,2.44442162172
california,association,2.44442162172
gisb,capacity,2.4444007366
board,production,2.44439899618
calling,number,2.44439725575
international,ceo,2.44437288979
york,co,2.44436592808
plan,function,2.44435896638
corporate,follow,2.44435548552
add,sap,2.44434156211
exhaustive,time,2.44433111956
time,plate,2.44433111956
louise,operating,2.44432589828
sale,fund,2.444320677
steve,harris,2.444320677
status,approved,2.444320677
fund,sale,2.444320677
transaction,stay,2.444320677
last,adjusted,2.44431023444
estimate,items,2.44431023444
committee,policy,2.44428934933
futures,contracts,2.44428238762
bill,kent,2.44428238762
filed,regulatory,2.4442806472
pictures,information,2.44426846421
ytd,list,2.44426498336
corporate,using,2.44425280038
total,operating,2.44425105995
3ddenverpost,file,2.44422669399
file,rountable,2.44422669399
file,cgi,2.44422669399
file,3ddenverpost,2.44422669399
id,enrononline,2.44420928972
common,need,2.44418492376
session,paper,2.44417970248
indicated,message,2.44416577907
approved,amount,2.44416403864
changed,amount,2.44416403864
reservation,date,2.44415011523
henry,email,2.44414315353
chairman,bank,2.44413793225
services,categories,2.44410486415
management,operational,2.4441013833
items,welcome,2.4440944216
summary,unit,2.44405961307
dasovich,friday,2.44404394924
index,remember,2.44403872796
chris,rogers,2.44403350668
paid,paid,2.44403176625
regulated,california,2.44403176625
anne,chairman,2.44400740029
provided,follow,2.44400740029
total,approved,2.44400740029
women,ceo,2.44400740029
chairman,expenses,2.44400740029
trading,peter,2.44399173645
session,member,2.44398303432
member,session,2.44398303432
immediately,original,2.44396911091
confidential,immediately,2.44396911091
sheet,amounts,2.44395170665
close,board,2.44394648537
customer,specific,2.44392385983
corp,tel,2.44392037898
chairman,operating,2.44387686832
returned,thank,2.44386816619
texas,pool,2.44386120449
made,jan,2.44386120449
dbo,having,2.44386120449
calger,mark,2.44385076193
materials,review,2.44383683852
resources,resources,2.44383509809
deal,auctions,2.44383509809
susan,susan,2.44383509809
benefits,information,2.44383335767
working,affairs,2.44383335767
ceo,senior,2.44382465554
october,randomlengths,2.44378810659
record,against,2.44378810659
october,angela,2.44378810659
corp,vp,2.44374633636
chris,christopher,2.44374633636
argue,more,2.44374633636
christopher,chris,2.44374633636
efficient,work,2.44372545124
yellow,some,2.44370978741
manner,some,2.44370978741
some,employed,2.44370978741
mike,rogers,2.4437028257
year,bu,2.44369412357
said,californians,2.44368368101
trade,trade,2.44363494908
mail,clark,2.44362450652
son,good,2.44361754482
jurisdiction,good,2.44361754482
steve,steven,2.44361580439
approval,payment,2.44359317885
training,process,2.44358099587
gisb,special,2.44357751502
document,signed,2.44356881289
availability,next,2.44353748521
vs,date,2.44353400436
original,transaction,2.4435166001
sheet,mind,2.44350267669
customer,plans,2.44349571499
anderson,',2.44349571499
greg,application,2.44348527243
commission,authority,2.44347482987
stan,available,2.44347482987
take,ytd,2.44347134902
ideal,time,2.44347134902
airline,time,2.44347134902
vp,ceo,2.44345916604
function,list,2.44344002135
column,review,2.44343305964
plan,possibly,2.44342609794
reports,committee,2.44342261709
mike,grigsby,2.44339825112
utilities,actions,2.44339825112
session,vote,2.44339302984
epmi,sale,2.44338084686
board,agenda,2.44338084686
price,quoted,2.44336518302
mellencamp,power,2.4433634426
power,swaps,2.4433634426
file,receivable,2.44334951919
file,clarity,2.44334951919
enron,kaminski,2.44328512342
chair,ceo,2.44327642129
firm,signed,2.44323987234
products,markets,2.44323117021
strategic,more,2.4432242085
public,actions,2.4432242085
more,org,2.4432242085
business,turnaround,2.44322246807
good,fit,2.44319810211
session,separate,2.44319636168
look,race,2.44318243827
meeting,materials,2.44317895742
permits,october,2.44315459145
wilson,john,2.44315459145
october,rc,2.44315459145
john,jo,2.44315459145
la,week,2.44314066804
californians,energy,2.44314066804
confidentiality,email,2.44314066804
add,delete,2.44313022549
products,currently,2.44312326378
state,fiscal,2.44311978293
amounts,provide,2.44311456165
received,hotel,2.44311456165
various,provide,2.44311456165
provide,amounts,2.44311456165
input,use,2.44307975313
jim,reminder,2.44305712759
operating,sheet,2.44305364673
sheet,cut,2.44305364673
earlier,total,2.44303276162
default,research,2.44302754034
provided,corporate,2.44302057864
natural,natural,2.44301361693
job,job,2.44301361693
jeff,portal,2.44301013608
friday,sit,2.44300665523
taylor,greg,2.4430049148
curve,index,2.44297880841
existing,add,2.44297880841
help,sincerely,2.44297358713
understand,change,2.44297358713
questions,ginger,2.44295966372
variety,questions,2.44295966372
sold,early,2.44294225946
mark,wilson,2.44291093179
jerry,report,2.44288482539
texas,reps,2.44283783389
texas,oklahoma,2.44283783389
corporate,unit,2.44281520835
company,referenced,2.44276473599
greg,bob,2.44276473599
initially,power,2.44275081258
price,brent,2.44264464658
donna,smith,2.4426394253
bill,vs,2.44262550189
canada,retail,2.44260983806
impact,texas,2.44258199124
message,privileged,2.44254544229
message,notify,2.44254544229
year,category,2.44253499973
interconnects,october,2.44252107632
00pm,october,2.44252107632
take,function,2.44252107632
number,reps,2.44252107632
pipeline,sunday,2.44250193163
agreement,execute,2.44247756566
agreement,fx,2.44247756566
guffaws,file,2.44247234439
consumer,california,2.44247234439
common,file,2.44247234439
file,csu,2.44247234439
lindsey,know,2.44243057416
error,use,2.44241665075
model,market,2.44237488052
live,deal,2.4423470337
subject,attorney,2.44228437836
king,john,2.44224956983
resources,pipeline,2.44224782941
term,delivery,2.44222172302
review,templates,2.44222172302
using,id,2.44221128046
thomas,steve,2.44220605918
year,ytd,2.44214862512
considering,year,2.44214862512
co,sold,2.44213818256
email,reviewed,2.44213818256
providing,look,2.44213122085
policy,date,2.44209641233
information,categories,2.44209293148
information,client,2.44209293148
week,log,2.44208248892
west,completed,2.44206856551
summit,enron,2.44204419954
texacogp,enron,2.44204419954
enron,eb3892,2.44204419954
retail,elizabeth,2.44202679528
answer,questions,2.44202679528
start,transaction,2.44202331443
payment,paid,2.44198502505
paid,payment,2.44198502505
november,basis,2.44192585056
cfm,law,2.44191888886
final,final,2.4419084463
feet,october,2.44188756119
resigned,october,2.44188756119
affairs,jim,2.44188756119
plywood,october,2.44188756119
company,national,2.44188756119
message,reply,2.44185101224
earlier,committee,2.44183360797
review,ended,2.44181794414
changed,made,2.44181446329
anne,ceo,2.44181446329
total,provided,2.44181446329
some,expedite,2.44178313562
some,trouble,2.44178313562
expedite,some,2.44178313562
law,energycentral,2.44176747178
add,using,2.44176747178
general,least,2.44176747178
spot,year,2.4417622505
time,conjunction,2.44175180794
meant,time,2.44175180794
presentations,time,2.44175180794
people,'s,2.44172416526
card,number,2.44171699942
off,debt,2.44169263345
stan,office,2.44169263345
more,setting,2.44165782493
starting,down,2.44165782493
agreement,electronic,2.44165260365
sunday,tickets,2.44164042067
tribolet,file,2.44159516959
ferc,july,2.44159516959
price,average,2.44156384192
mary,retail,2.44156036106
alto,like,2.44149074402
operations,operations,2.44144201208
page,denverpost,2.44142112697
down,administration,2.441396761
sender,message,2.44138805887
pipeline,co,2.44135847162
real,total,2.44132714395
general,future,2.44131322054
business,categories,2.44129407586
mail,messages,2.44127841202
said,granted,2.44126448861
granted,said,2.44126448861
list,women,2.44124012264
list,functions,2.44124012264
agreement,authorized,2.44124012264
confidentiality,information,2.44122271838
office,chair,2.44120531412
low,price,2.44120357369
message,delivery,2.44115658219
delivery,message,2.44115658219
benefits,some,2.44114091835
some,turnaround,2.44114091835
warrant,some,2.44114091835
hey,heard,2.44113569707
committee,manager,2.44111133111
special,regular,2.44110262898
plan,analysis,2.44109392684
remember,plan,2.44109392684
currently,tickets,2.44106956088
energy,ue,2.4410243098
energy,affiliates,2.4410243098
week,forest,2.4410243098
review,eight,2.44101038639
chairman,unit,2.44100516511
read,copy,2.4409982034
amount,net,2.44096861616
power,keohane,2.44091292252
time,participants,2.44089203741
contact,directly,2.44087463314
sell,general,2.44085896931
areas,look,2.44081719908
business,category,2.4408119778
regular,basis,2.44078413098
00a,file,2.44071799479
against,past,2.44071799479
office,analysis,2.44071799479
women,company,2.44071799479
history,houston,2.44068144584
sheet,corporate,2.4406588203
under,existing,2.4406588203
use,needed,2.44064837774
status,payment,2.44064489689
october,15th,2.44062053092
october,log,2.44062053092
strategy,review,2.44060660751
corso,'s,2.4405857224
acquainted,'s,2.4405857224
gonzalo,'s,2.4405857224
's,backbone,2.4405857224
mark,busy,2.44056135643
thank,write,2.44056135643
add,corporate,2.44055613515
received,original,2.44053002876
require,bill,2.44049522023
information,francisco,2.44035250529
n't,operator,2.44034206273
n't,conflicts,2.44034206273
business,ended,2.44032987975
auctions,business,2.44032987975
make,reservation,2.44030377335
southern,off,2.4403002925
counsel,smith,2.44028462867
materials,need,2.44020630949
operations,research,2.44014017329
committee,board,2.44010014349
christopher,mark,2.44009144136
',fund,2.44007055624
interconnects,time,2.44003226687
exercise,time,2.44003226687
then,explorer,2.44001312218
generators,prices,2.44001312218
john,julie,2.43998701579
october,moved,2.43998701579
commission,rto,2.43996613067
higher,energy,2.43996613067
law,sections,2.43995046684
consumer,state,2.439934803
steve,january,2.43985648382
file,totals,2.43984081999
jim,met,2.43984081999
said,records,2.43981297317
days,heard,2.43977816464
mike,keith,2.43974335612
nothing,report,2.43972595186
lisa,trading,2.4397155093
plan,expenses,2.43969462419
expected,deal,2.43966851779
call,ginger,2.43964589225
variety,call,2.43964589225
time,meeting,2.43958916421
dated,back,2.43957279435
sarai,enron,2.4395623518
plc,enron,2.4395623518
agent,enron,2.4395623518
jim,chair,2.43954842839
prepare,mail,2.43951884114
transaction,add,2.4394962156
capital,order,2.43946488793
week,1st,2.43943704111
reliant,energy,2.43943704111
energy,deregulation,2.43943704111
week,supplies,2.43943704111
state,deregulation,2.43940397301
going,seats,2.43940223259
review,link,2.43939527088
fund,contracts,2.43938134747
business,eight,2.43936568364
october,continental,2.43935350065
dunn,said,2.43932913469
regulatory,access,2.43932565384
bill,brown,2.43931173043
brown,bill,2.43931173043
message,anyone,2.43930476872
gas,pipelines,2.43928214318
assistant,office,2.43925603679
office,expenses,2.43925603679
efficient,some,2.43921426656
highlighted,some,2.43921426656
some,highlighted,2.43921426656
net,id,2.43921426656
report,analysis,2.43915161122
sold,bonds,2.43915161122
calif,power,2.43907503246
information,race,2.43904718565
monthly,price,2.43904196437
office,operating,2.43901237712
sheet,total,2.43901237712
did,dunn,2.43896364519
file,projections,2.43896364519
file,sep,2.43896364519
week,glad,2.43890795155
know,sanchez,2.43890098985
friday,vacation,2.43885747919
problems,system,2.4388383345
error,email,2.43879656427
services,requirements,2.43871998552
returned,october,2.43871998552
through,university,2.43871476424
price,extension,2.43868169615
dec,year,2.43867125359
rooms,review,2.43858771313
some,categories,2.4385720493
added,plan,2.43852853864
directors,more,2.43852505779
bonds,utilities,2.43852505779
electric,texas,2.43848850884
week,delay,2.43837886199
next,conditions,2.43837886199
's,flt,2.4383597173
flt,'s,2.4383597173
mail,contains,2.43834579389
response,friday,2.43833883219
work,prepared,2.43832142792
save,work,2.43832142792
enron,garage,2.43832142792
harassment,enron,2.43832142792
time,turnaround,2.43831272579
currently,customers,2.43829706196
question,texas,2.43823266619
need,verify,2.43821700235
sally,mark,2.43821178107
public,bonds,2.43821178107
asking,review,2.43818393425
dec,review,2.43818393425
gerald,john,2.43817697255
john,gerald,2.43817697255
remember,take,2.43808647039
help,idea,2.43808647039
special,committee,2.43807776826
production,market,2.43805514272
then,msn,2.43800292993
use,confidential,2.43799596823
original,use,2.43799596823
'',did,2.4379611597
commission,plants,2.4379611597
expenses,list,2.43794027459
taylor,smith,2.43792983203
business,race,2.43791938947
copy,intended,2.43789154266
energy,average,2.43784977243
require,contracts,2.43784977243
though,market,2.43780104049
fortune,company,2.43779407879
co,ceo,2.43779407879
basis,basis,2.43778711708
changed,following,2.437741866
day,waiting,2.43769835535
comments,talking,2.43762003617
manager,date,2.43757826594
trade,date,2.43757826594
law,research,2.43752779358
more,lines,2.43748080207
trading,canada,2.4374755808
time,variety,2.43745295526
october,supplies,2.43745295526
'm,jpg,2.43744773398
business,dollars,2.43743729142
large,california,2.43740422332
questions,finally,2.43736245309
houston,suggested,2.43732590414
energy,industry,2.43732068286
energy,referenced,2.43732068286
information,prohibited,2.43730675946
ytd,some,2.43728761477
passed,state,2.43728065306
completed,steve,2.43727195093
dear,thank,2.43725454667
power,cook,2.43723714241
items,given,2.43718841047
use,intended,2.43711183172
merita,enron,2.43708050405
booking,enron,2.43708050405
game,customer,2.43707354235
index,id,2.43707354235
ceo,mary,2.43706309979
market,close,2.43703873382
money,order,2.43701436786
stadium,call,2.43683336353
blair,john,2.43681944012
order,sell,2.4367915933
included,give,2.4367915933
immediately,system,2.43674982307
enw,well,2.43669761029
ready,discuss,2.43666280177
enron,take,2.43665655899
working,update,2.43665409963
share,some,2.4366453975
finance,power,2.43662451239
power,delay,2.43662451239
change,payment,2.43662451239
time,setting,2.43659318472
july,under,2.43655141449
dealings,know,2.43654793364
know,adjustments,2.43654793364
lisa,comments,2.43654097193
information,privileged,2.43643654636
information,notify,2.43643654636
late,jim,2.43633212079
game,game,2.43631645695
vice,texas,2.43618592499
take,expenses,2.43618592499
services,accounts,2.43618592499
accounts,services,2.43618592499
transaction,term,2.43616503987
's,wharf,2.4361337122
fisherman,'s,2.4361337122
department,order,2.43612326965
trading,final,2.43605017175
today,different,2.43600318024
back,matters,2.43596663129
suite,texas,2.43593008234
groups,services,2.43586916742
sale,general,2.43586220572
retail,trading,2.43584654188
trading,retail,2.43584654188
ref,enron,2.43583958018
nicki,enron,2.43583958018
day,juan,2.43581173336
monthly,day,2.43581173336
hello,work,2.43579955038
contract,attorney,2.43579955038
perhaps,week,2.43573341418
time,double,2.43573341418
discuss,currently,2.43572993333
report,summary,2.43570556736
gas,fuel,2.43567946097
prc,gas,2.43567946097
taylor,texas,2.43567423969
lunch,following,2.43565335458
unless,information,2.43556633327
through,november,2.43556111199
monique,october,2.43555240986
reasons,questions,2.43549671622
doug,john,2.43546190769
july,order,2.43545494599
order,sections,2.43545494599
pricing,price,2.43543928215
chris,tracy,2.43541839704
power,low,2.43539925235
jeff,five,2.43538706937
concluded,know,2.43537140553
know,hierarchies,2.43537140553
final,smith,2.43536096298
handle,let,2.43534355871
week,derrick,2.43520432462
texas,big,2.43516255439
outside,information,2.43513122672
information,gary,2.43513122672
going,portland,2.43507901393
gas,map,2.43507901393
drive,back,2.43506509052
regular,bill,2.43505116711
stan,john,2.43500939688
review,click,2.43495370325
advise,thank,2.43493977984
need,focus,2.43490149046
time,host,2.43487364364
system,total,2.43487016279
well,included,2.43487016279
learn,more,2.43487016279
year,old,2.43480750745
friday,firm,2.43470830315
early,friday,2.43470830315
sap,information,2.43469612017
important,information,2.43469612017
confirm,agreement,2.43464042653
following,points,2.43460909886
application,deal,2.43460909886
going,dinner,2.4345986563
fx,file,2.43457777119
questions,kind,2.43456384778
john,jr,2.43455688608
said,vote,2.43449074988
gas,waiting,2.4344785669
day,separate,2.43439676687
remember,good,2.43438980516
work,expenses,2.43435847749
plan,board,2.43433063067
brown,make,2.43429756257
california,transmission,2.43428537959
information,sender,2.43426101362
need,gave,2.43423838808
'm,planning,2.434193137
yes,'m,2.434193137
plant,energy,2.43414614549
appreciate,give,2.43414614549
tickets,available,2.43407652845
year,mind,2.43403475822
work,operating,2.43399820927
days,change,2.43395121776
's,reform,2.43390770711
sheraton,'s,2.43390770711
's,leading,2.43390770711
's,airline,2.43390770711
lg,'s,2.43390770711
course,jeff,2.43386245603
review,revised,2.43374236662
category,file,2.43370059639
payment,date,2.43367623042
application,services,2.43365186446
evening,october,2.43365186446
regulatory,working,2.4336083538
business,informed,2.43358050698
business,expected,2.43358050698
power,cap,2.4335613623
said,jan,2.43352307292
jan,said,2.43352307292
black,mark,2.43351263036
like,netting,2.43349174525
jeff,east,2.43348130269
law,issues,2.43343953246
some,field,2.43343431118
deal,units,2.43341864735
various,information,2.43339080053
tom,following,2.43330377922
gas,demand,2.43327767283
gas,attachments,2.43327767283
expenses,year,2.43326200899
daniel,john,2.43319935365
plan,total,2.43316454512
going,town,2.43315758342
bill,greg,2.43315758342
time,grand,2.43315410257
time,single,2.43315410257
email,later,2.43311581319
bob,jim,2.43311581319
reservation,october,2.43301834932
october,reservation,2.43301834932
water,agreement,2.4329905025
day,period,2.43298180037
information,require,2.43295569398
power,peter,2.43294873228
tax,did,2.43294873228
power,producers,2.43294873228
sign,copy,2.43292088546
attorney,work,2.4329174046
like,gas,2.43283933824
deadline,file,2.43282342159
've,people,2.43277643008
made,made,2.43277468966
groups,california,2.43272595772
never,good,2.43271203431
said,comment,2.43255539596
expenses,review,2.43253102999
review,expenses,2.43253102999
market,retail,2.4324648938
did,small,2.43244748953
time,realize,2.43229433203
market,federal,2.43221079157
work,summary,2.43219686816
concerns,agreement,2.43216554049
provided,list,2.43216554049
level,business,2.43213421282
analysis,business,2.43213421282
friday,afternoon,2.43211506813
original,email,2.43211332771
email,confidential,2.43211332771
said,making,2.43207155748
plan,chairman,2.43199845958
report,natural,2.43197235318
natural,report,2.43197235318
state,tax,2.43197235318
angelides,jeff,2.43195668935
file,football,2.43194624679
football,file,2.43194624679
term,index,2.43192536168
'm,sorry,2.43191491912
sean,mail,2.43189403401
some,enron,2.43187330494
assistant,houston,2.43187314889
bu,know,2.43184182122
email,notice,2.43177916588
power,peak,2.43172347224
power,security,2.43172347224
's,soccer,2.43168170201
policies,'s,2.43168170201
business,infrastructure,2.43165211477
complete,information,2.43165037434
sept,said,2.431587719
york,california,2.43155639132
price,actions,2.43147633172
directors,time,2.43143456149
time,difference,2.43143456149
working,committee,2.43143282107
america,america,2.43138234871
customer,use,2.43136494444
tickets,use,2.43136494444
agreement,approval,2.43134057848
information,delete,2.43121526779
following,total,2.43121526779
accounts,information,2.43121526779
call,finally,2.43120830609
n't,energy,2.43120062423
n't,aware,2.43119438268
addition,business,2.43117001671
contracts,department,2.43111084222
says,power,2.43111084222
deal,room,2.43103774432
upon,houston,2.43103426347
general,smith,2.43086544213
some,necessary,2.43086544213
groups,information,2.43078016124
intended,email,2.43077668039
rates,california,2.43077668039
signed,contract,2.43074013144
mail,error,2.43072098675
several,more,2.43069313993
handle,know,2.43066529312
stories,',2.43065136971
',dbo,2.43065136971
plan,utility,2.43059915692
call,life,2.43050517391
october,beginning,2.43048428879
did,addition,2.43044251856
bid,week,2.43044251856
took,did,2.43044251856
analysis,energy,2.43044251856
dan,jeff,2.43043207601
work,earlier,2.43039552706
earlier,work,2.43039552706
date,days,2.43039030578
days,date,2.43039030578
includes,information,2.4303450547
events,information,2.4303450547
linda,mark,2.43022322486
good,opportunity,2.43019537804
file,showing,2.43019189719
contracts,signed,2.43019189719
martha,file,2.43019189719
lynch,more,2.43017101208
meeting,hour,2.43010661631
amount,report,2.42996216093
five,energy,2.429913429
sure,sheet,2.42988210133
',greg,2.42979508002
against,steve,2.42975330979
business,quick,2.42972372255
said,own,2.42965236507
said,filing,2.42965236507
enron,quote,2.42963496081
enron,communications,2.42963496081
pickering,enron,2.42963496081
need,functions,2.42959667143
functions,need,2.42959667143
some,prepared,2.4295810076
's,basin,2.42945569691
order,bonds,2.42944003308
visit,houston,2.42935649262
state,sales,2.42931820324
file,sce,2.42931472239
hard,work,2.42931472239
file,gave,2.42931472239
follow,review,2.42930079898
enw,business,2.42924162449
